1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
22.02012297587239;18.999007062921947;18.999007062921947;18.999007062921947;18.999007062921947;18.999007062921947;18.999007062921947;18.437906662273253;18.25281060911868;18.25281060911868;18.25281060911868;18.25281060911868;17.98752472551502;17.945675360531368;17.945675360531368;17.945675360531368;17.945675360531368;17.945675360531368;17.945675360531368;17.945675360531368;17.945675360531368;17.668419733837226;16.951449194736355;16.951449194736355;16.406789018958364;15.583814980824805;15.583814980824805;15.583814980824805;15.471262220256541;15.471262220256541;15.471262220256541;15.471262220256541;15.44594164109918;15.412992178134667;15.395545333750688;15.135715789081685;15.135715789081685;15.135715789081685;15.135715789081685;15.135715789081685;15.043835927845917;15.043835927845917;15.043835927845917;15.043835927845917;15.043835927845917;14.788048354280157;14.788048354280157;14.788048354280157;14.788048354280157;14.788048354280157
